tasks,product_total,Estimated total,PRESCRIPTION.PRODUCT_QUANTITY,
tasks,estimated_total,Estimated Total,STATISTICS.PRODUCT_TOTAL,
tasks,farm_input_title,Farm,NEW_FIELD.FARM_LABEL,
tasks,field_input_title,Field,GLOBAL.FIELD,
tasks,grower_input_title,Grower,NEW_FIELD.GROWER_LABEL,
tasks,collapse,Hide available layers ({{size}}),TASK.HIDE_LAYER,
tasks,import_tasks,Import tasks,TASK.IMPORT_TASKS,
tasks,task_name_input_title_placeholder,Insert task's name,TASK.INSERT,
tasks,no_tasks_found_desc,You can import a new task from the button on the top right,EMPTY_STATE.TASKS.NOT_SELECTED_TXT,
tasks,no_field_selected_desc,You can select a field from the sidebar in the left to see all the associated tasks,EMPTY_STATE.FIELDS.NOT_SELECTED_TXT,
tasks,edit_task_layer_warning,You can’t operate with the layers until you relate the task type to a known one in TAP,TASK.EDIT_TASK_LAYER_WARNING,
tasks,sensor_name,Layer Type,TASK.LAYER_TYPE,
tasks,no_field_selected,No field selected yet,EMPTY_STATE.FIELDS.NOT_SELECTED,
tasks,no_tasks_found,No tasks imported yet,EMPTY_STATE.TASKS.IMPORTED_TITLE,
tasks,operation,Operation,GLOBAL.OPERATION,
tasks,unknown_description_subtext,Please,TASK.TASK_TYPE_UNKNOWN_DESCRIPTION_SUBTEXT,
tasks,product_spread_time,Prod. Spread Time,STATISTICS.PRODUCT_SPREAD_TIME,
tasks,product_input_title,Product,GLOBAL.PRODUCT,
tasks,product,Product,GLOBAL.PRODUCT,
tasks,product_area,Product Area,STATISTICS.PRODUCT_AREA,
tasks,sensor_type,Sensor Type,STATISTICS.SENSOR_TYPE,
tasks,sensor_width,Sensor Width,STATISTICS.SENSOR_WDTH,
tasks,expand,Show available layers ({{size}}),TASK.SHOW_LAYER,
tasks,spread_time,Spread Time,STATISTICS.SPREAD_TIME,
tasks,task_date_input_title,Task date,TASK.TASK_DATE,
tasks,task_layer_issue,Task layer issue,TASK.TASK_LAYER_ISSUE,
tasks,task_name_input_title,Task name,TASK.NAME,
tasks,task_type_input_title,Task type,TASK.TASK_TYPE,
tasks,unknown_title,Task type unknown,TASK.TASK_TYPE_UNKNOWN,
tasks,task_type_unknown_title,Task type unknown,TASK.TASK_TYPE_UNKNOWN,
tasks,menu,Tasks,GLOBAL.TASKS,
tasks,task_layer_issue_description,This task layer has missing information. It's either not related to a known variable and/or the unit of measure is missing,TASK.TASK_LAYER_ISSUE_DESCRIPTION,
tasks,task_type_unknown_text,This task type wasn't recognized by system. Please change this task type to a known one in TAP,TASK.TASK_TYPE_UNKNOWN_DESCRIPTION,
tasks,unknown_description,This task type wasn’t recognized by the system.,TASK.TASK_TYPE_UNKNOWN_DESCRIPTION,
tasks,total_area,Total Area,STATISTICS.TOTAL_AREA,
tasks,total_mass,Total Mass,STATISTICS.TOTAL_MASS,
tasks,error_delete,Unable to delete task,ERRORS.TASKS.DELETE,!
tasks,un_adj_ttl_m,Unadjusted TTL,STATISTICS.UN_ADJ_TTL_M,
tasks,sensor_uom_input_title,Unit Of Measurement,TASK.UNIT_OF_MEASUREMENT,
vehicles,error_load_info,Could not load vehicle info,,
vehicles,error_load_list,Could not load vehicle list,,
vehicles,no_vehicle,No vehicles created yet,EMPTY_STATE.VEHICLES.CREATED_TITLE,
vehicles,search_vehicle_name,Search vehicle name,VEHICLES.SEARCH_VEHICLE,
vehicles,title,Vehicles,GLOBAL.VEHICLES,
